step,fast_slow_gap,fast_wins,gap_evidence,state_action_pseudo_count,state_action_familiarity_weight,familiarity_ready,familiarity_warmup_remaining,block_completed,block_valid,block_evidence,block_familiarity,block_weight_sum,q_short,q_long,rate_gap,detector_armed,suspicion,regime_change,positive_streak,initial_stabilization_streak,rearm_streak,initial_arming_complete,rate_warmup_remaining,candidate_active,candidate_phase,candidate_phase_step,candidate_validation_blocks,candidate_positive_streak,candidate_last_score,candidate_threshold,forward_null_n,forward_null_mean,forward_null_std,initial_warmup_remaining,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,predictor_nll
22699,0.42222977,1,0.00000000,69,0.99899221,1,0,1,1,0.00121205,0.94440832,94.44083171,0.00217730,0.01067571,-0.00849841,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-18.00846481,-18.43069458,20.43678284,21.51605606,0.08739782,0.08221627,19.21216965
22700,-0.51260281,0,0.00000000,134,0.99999848,1,0,0,0,nan,nan,nan,0.00217730,0.01067571,-0.00849841,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-15.64095497,-15.12835217,21.21868515,23.20354462,0.04366655,0.04560506,15.76739597
22799,0.98706055,1,0.00000000,102,0.99996283,1,0,1,1,0.00000000,0.96007734,96.00773401,0.00174184,0.01056895,-0.00882711,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-21.95556641,-22.94262695,21.24172974,22.75467682,0.08574641,0.09324216,23.11016337
22800,-0.75373840,0,0.00000000,24,0.90928205,1,0,0,0,nan,nan,nan,0.00174184,0.01056895,-0.00882711,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-19.16723251,-18.41349411,34.35749054,39.97117615,0.10931620,0.10824435,19.23966281
22899,-0.57045937,0,0.00000000,4,0.32967995,1,0,1,1,0.00000000,0.95497281,95.49728146,0.00139347,0.01046326,-0.00906979,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-21.42080498,-20.85034561,27.64526939,31.31282616,0.06843950,0.07268264,24.85112000
22900,0.63038063,1,0.00000000,39,0.97975809,1,0,0,0,nan,nan,nan,0.00139347,0.01046326,-0.00906979,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-17.91496277,-18.54534340,30.19837761,33.35956192,0.12801424,0.13281734,19.56164837
22999,0.11498833,1,0.00000000,73,0.99932446,1,0,1,1,0.00000000,0.97369581,97.36958101,0.00111478,0.01035863,-0.00924385,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-15.32123756,-15.43622589,21.11303329,23.50720978,0.04640064,0.05499450,15.24263382
23000,0.25293350,1,0.00000000,174,0.99999997,1,0,0,0,nan,nan,nan,0.00111478,0.01035863,-0.00924385,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-54.85637665,-55.10931015,1.14953852,1.15324736,0.00392107,0.00373862,55.23457718
23099,2.76418304,1,0.09552288,26,0.92572642,1,0,1,1,0.00245200,0.93449010,93.44900992,0.00138222,0.01027956,-0.00889734,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-41.96651459,-44.73069763,4.09362125,3.68125057,0.02398484,0.02390282,41.63453007
23100,1.53004837,1,0.00000000,12,0.69880579,1,0,0,0,nan,nan,nan,0.00138222,0.01027956,-0.00889734,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-21.31514931,-22.84519768,25.95125389,22.53110695,0.08377862,0.08442527,23.26163712
23199,0.37329102,1,0.00000000,91,0.99988833,1,0,1,1,0.05218691,0.87957915,87.95791483,0.01154316,0.01069864,0.00084452,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-21.60295868,-21.97624969,9.09193802,7.00988483,0.04504285,0.04622592,21.33058786
23200,0.43164825,1,0.00000000,20,0.86466472,1,0,0,0,nan,nan,nan,0.01154316,0.01069864,0.00084452,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-19.19810104,-19.62974930,9.69845772,7.18195915,0.08426823,0.06952468,19.86671321
23299,1.27455711,1,0.00000000,73,0.99932446,1,0,1,1,0.02526066,0.96577756,96.57775591,0.01428666,0.01084426,0.00344240,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-19.96828461,-21.24284172,6.05942869,4.58517361,0.03002220,0.02746388,19.28035355
23300,3.13369560,1,0.14171195,130,0.99999774,1,0,0,0,nan,nan,nan,0.01428666,0.01084426,0.00344240,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-25.97145271,-29.10514832,6.73287868,5.01103354,0.03430631,0.03163346,25.77058220
23399,0.37902641,1,0.00000000,65,0.99849656,1,0,1,1,0.01794777,0.98016071,98.01607100,0.01501888,0.01091529,0.00410359,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-22.38497353,-22.76399994,26.41252899,17.60482979,0.04685103,0.04284873,22.16972224
23400,-0.57139969,0,0.00000000,51,0.99390325,1,0,0,0,nan,nan,nan,0.01501888,0.01091529,0.00410359,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-21.60688972,-21.03549004,23.22836113,15.15678596,0.07451282,0.06377367,21.32811737
23499,0.47638321,1,0.00000000,29,0.94497678,1,0,1,1,0.00050801,0.96782024,96.78202390,0.01211671,0.01081122,0.00130549,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-14.75958252,-15.23596573,37.19387436,31.74529076,0.04217017,0.03539596,14.17628892
23500,-0.30268764,0,0.00000000,16,0.79810348,1,0,0,0,nan,nan,nan,0.01211671,0.01081122,0.00130549,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-14.65162945,-14.34894180,24.68459702,18.50281334,0.07272881,0.06596717,14.17165279
23599,-0.89693260,0,0.00000000,122,0.99999497,1,0,1,1,0.00064341,0.97074521,97.07452110,0.00982205,0.01070954,-0.00088749,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-18.17333221,-17.27639961,41.03887177,38.58162689,0.08442346,0.07702139,19.75917435
23600,0.48990250,1,0.00000000,73,0.99932446,1,0,0,0,nan,nan,nan,0.00982205,0.01070954,-0.00088749,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-19.09956551,-19.58946800,34.08105850,29.98647308,0.06515697,0.06255092,18.93064308
23699,-0.71044350,0,0.00000000,82,0.99972535,1,0,1,1,0.00000000,0.97217709,97.21770896,0.00785764,0.01060244,-0.00274481,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-17.48637199,-16.77592850,42.68471909,43.05192566,0.12730537,0.12807378,19.82835134
23700,0.32172585,1,0.00000000,13,0.72746821,1,0,0,0,nan,nan,nan,0.00785764,0.01060244,-0.00274481,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-19.00436974,-19.32609558,28.32553864,26.85892677,0.04261923,0.04571004,20.51528168
23799,-0.00227737,0,0.00000000,100,0.99995460,1,0,1,1,0.00042941,0.97676833,97.67683297,0.00637199,0.01050071,-0.00412872,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-18.54535866,-18.54308128,18.12462234,18.47107887,0.04757324,0.04271272,19.43518162
23800,-0.09160423,0,0.00000000,40,0.98168436,1,0,0,0,nan,nan,nan,0.00637199,0.01050071,-0.00412872,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-16.51437569,-16.42277145,29.59810066,30.59545898,0.11256830,0.10916152,16.29564349
23899,0.63369370,1,0.00000000,142,0.99999932,1,0,1,1,0.00000000,0.97955462,97.95546206,0.00509759,0.01039571,-0.00529811,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-14.84914398,-15.48283768,30.36598015,32.20906448,0.03057454,0.02856108,15.56503296
23900,0.55621338,1,0.00000000,213,1.00000000,1,0,0,0,nan,nan,nan,0.00509759,0.01039571,-0.00529811,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-17.53484917,-18.09106255,28.50559425,30.86809540,0.06868629,0.07231659,17.61875677
23999,0.09914780,1,0.00000000,160,0.99999989,1,0,1,1,0.00000000,0.99410430,99.41042961,0.00407808,0.01029175,-0.00621367,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-16.98764801,-17.08679581,22.56781769,24.78263474,0.07615295,0.07577095,17.66793505
24000,-0.95701218,0,0.00000000,156,0.99999983,1,0,0,0,nan,nan,nan,0.00407808,0.01029175,-0.00621367,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-56.04029846,-55.08328629,1.14004052,1.15592468,0.00361561,0.00348124,56.32943649
24099,0.86713219,1,0.00000000,95,0.99992515,1,0,1,1,0.00000000,0.97676735,97.67673542,0.00326246,0.01018883,-0.00692637,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-21.25124550,-22.11837769,4.95712852,4.52022171,0.03669848,0.03286537,21.49535036
24100,0.93881035,1,0.00000000,74,0.99938875,1,0,0,0,nan,nan,nan,0.00326246,0.01018883,-0.00692637,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-21.80489922,-22.74370956,4.89932680,4.60138464,0.02713142,0.02785558,21.79806805
24199,0.23650932,1,0.00000000,36,0.97267628,1,0,1,1,0.00030245,0.96331796,96.33179633,0.00267046,0.01008997,-0.00741951,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-17.07342911,-17.30993843,7.24896002,6.42506218,0.04390890,0.04457490,16.86049223
24200,0.81215477,1,0.00000000,124,0.99999588,1,0,0,0,nan,nan,nan,0.00267046,0.01008997,-0.00741951,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-24.10441589,-24.91657066,4.56772137,4.07953072,0.02644855,0.02735061,24.59483385
24299,-0.62128830,0,0.00000000,99,0.99994983,1,0,1,1,0.00000000,0.98464335,98.46433503,0.00213637,0.00998907,-0.00785270,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-20.76948547,-20.14819717,27.43263817,24.60329628,0.07839344,0.07992077,22.23327637
24300,-0.03820419,0,0.00000000,60,0.99752125,1,0,0,0,nan,nan,nan,0.00213637,0.00998907,-0.00785270,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-17.09930420,-17.06110001,25.31617546,22.00988007,0.06908437,0.06064767,17.18714142
24399,0.34904671,1,0.00000000,92,0.99989896,1,0,1,1,0.00000000,0.98626873,98.62687258,0.00170909,0.00988918,-0.00818009,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-17.09503555,-17.44408226,46.86391830,47.79565048,0.17123508,0.15652291,22.61070538
24400,0.43068886,1,0.00000000,95,0.99992515,1,0,0,0,nan,nan,nan,0.00170909,0.00988918,-0.00818009,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-17.44097137,-17.87166023,25.57410622,25.12643433,0.06605477,0.06627696,17.87635803
24499,0.81064415,1,0.00000000,137,0.99999888,1,0,1,1,0.00000000,0.97737497,97.73749688,0.00136727,0.00979029,-0.00842301,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-14.31447697,-15.12512112,17.53350830,19.26666260,0.07837573,0.08370754,14.33246875
24500,-0.22834587,0,0.00000000,161,0.99999990,1,0,0,0,nan,nan,nan,0.00136727,0.00979029,-0.00842301,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-23.00527954,-22.77693367,7.47613525,7.93556976,0.03274705,0.03357163,23.17905172
24599,-0.12749481,0,0.00000000,36,0.97267628,1,0,1,1,0.00069882,0.96756095,96.75609457,0.00123358,0.00969937,-0.00846579,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-19.89225197,-19.76475716,14.39259338,16.16039085,0.04364417,0.04019004,20.18741798
24600,-0.37405014,0,0.00000000,123,0.99999545,1,0,0,0,nan,nan,nan,0.00123358,0.00969937,-0.00846579,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-19.92851639,-19.55446625,23.89795876,25.73379898,0.05702291,0.05271671,20.45043373
24699,0.15606880,1,0.00000000,103,0.99996637,1,0,1,1,0.00000000,0.96812360,96.81236027,0.00098687,0.00960238,-0.00861551,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-15.30715370,-15.46322250,33.97006226,37.10546494,0.07487606,0.08065483,15.80081487
24700,0.20528412,1,0.00000000,115,0.99998987,1,0,0,0,nan,nan,nan,0.00098687,0.00960238,-0.00861551,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-19.27050018,-19.47578430,9.70900345,10.91288853,0.03784237,0.03621770,19.10039520
24799,0.43248177,1,0.00000000,71,0.99917490,1,0,1,1,0.00106499,0.97805287,97.80528742,0.00100249,0.00951700,-0.00851451,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-15.59023285,-16.02271461,25.25677109,29.73367691,0.07963932,0.08980688,14.60847092
24800,0.50564194,1,0.00000000,86,0.99981589,1,0,0,0,nan,nan,nan,0.00100249,0.00951700,-0.00851451,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-16.97666550,-17.48230743,25.35474396,28.76475334,0.06489840,0.05820400,17.30455589
24899,-0.19248676,0,0.00000000,115,0.99998987,1,0,1,1,0.00000000,0.97425284,97.42528392,0.00080199,0.00942183,-0.00861984,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-13.96621799,-13.77373123,29.18598175,32.58290863,0.04945552,0.04640998,14.93506432
24900,-0.79755211,0,0.00000000,162,0.99999991,1,0,0,0,nan,nan,nan,0.00080199,0.00942183,-0.00861984,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-21.75308037,-20.95552826,10.36637020,11.64087105,0.03931260,0.03940730,22.72188044
24999,-0.79864693,0,0.00000000,90,0.99987659,1,0,1,1,0.00000000,0.96650186,96.65018590,0.00064159,0.00932762,-0.00868602,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-21.70713234,-20.90848541,9.17428493,10.29345322,0.04193754,0.03892203,21.83838145
25000,-0.28526497,0,0.00000000,315,1.00000000,1,0,0,0,nan,nan,nan,0.00064159,0.00932762,-0.00868602,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-27.28358269,-26.99831772,1.26234901,1.28717923,0.00530860,0.00540243,29.48687363
25099,0.27542305,1,0.00000000,46,0.98994816,1,0,1,1,0.00000000,0.96943528,96.94352760,0.00051328,0.00923434,-0.00872106,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-19.00146484,-19.27688789,18.58327484,19.33193779,0.14551477,0.14715521,19.78051758
25100,0.45979881,1,0.00000000,101,0.99995892,1,0,0,0,nan,nan,nan,0.00051328,0.00923434,-0.00872106,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-23.14951515,-23.60931396,10.21426582,10.30823326,0.06638381,0.06518360,24.38937251
25199,-0.26021576,0,0.00000000,45,0.98889100,1,0,1,1,0.00000000,0.97590521,97.59052141,0.00041062,0.00914200,-0.00873138,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-15.57892227,-15.31870651,38.17171860,36.06423569,0.07340875,0.06442639,14.91281064
25200,0.22465706,1,0.00000000,145,0.99999950,1,0,0,0,nan,nan,nan,0.00041062,0.00914200,-0.00873138,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-19.25837517,-19.48303223,24.74663162,24.07833481,0.07601967,0.07795874,19.72915697
25299,-1.25217438,0,0.00000000,37,0.97527647,1,0,1,1,0.00000000,0.97946848,97.94684761,0.00032850,0.00905058,-0.00872208,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-20.82804680,-19.57587242,36.44694138,36.86854935,0.09361113,0.08644421,23.92159653
25300,0.08141899,1,0.00000000,101,0.99995892,1,0,0,0,nan,nan,nan,0.00032850,0.00905058,-0.00872208,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-17.51789093,-17.59930992,22.37390900,23.96150017,0.06704897,0.05925442,18.36399460
25399,0.54796219,1,0.00000000,45,0.98889100,1,0,1,1,0.00000000,0.97887429,97.88742946,0.00026280,0.00896007,-0.00869727,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-16.24873352,-16.79669571,20.35563087,22.50002098,0.09280527,0.08011696,16.42485523
25400,0.77865410,1,0.00000000,98,0.99994455,1,0,0,0,nan,nan,nan,0.00026280,0.00896007,-0.00869727,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-17.26739311,-18.04604721,19.09976196,21.20928001,0.06133275,0.06026904,18.05588722
25499,-0.67438507,0,0.00000000,76,0.99949955,1,0,1,1,0.00000000,0.97588094,97.58809414,0.00021024,0.00887047,-0.00866023,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-15.48530388,-14.81091881,24.77504730,28.85315704,0.09682012,0.08277785,16.77874374
25500,0.07018280,1,0.00000000,83,0.99975148,1,0,0,0,nan,nan,nan,0.00021024,0.00887047,-0.00866023,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-16.60827637,-16.67845917,10.06084347,11.40879440,0.05837723,0.05613054,16.27029371
25599,0.36900425,1,0.00000000,39,0.97975809,1,0,1,1,0.00000000,0.97565844,97.56584377,0.00016819,0.00878177,-0.00861358,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-15.41300201,-15.78200626,42.40138245,44.48616409,0.09477515,0.08803692,25.28953323
25600,0.11749077,1,0.00000000,99,0.99994983,1,0,0,0,nan,nan,nan,0.00016819,0.00878177,-0.00861358,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-18.86870575,-18.98619652,18.71034431,21.70281029,0.05266732,0.04894047,19.64167468
25699,0.12686539,1,0.00000000,167,0.99999994,1,0,1,1,0.00000000,0.98878850,98.87885030,0.00013455,0.00869395,-0.00855940,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-15.41456795,-15.54143333,16.71181679,19.95548439,0.06488514,0.06166670,15.16648769
25700,-0.13506413,0,0.00000000,55,0.99591323,1,0,0,0,nan,nan,nan,0.00013455,0.00869395,-0.00855940,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-14.33190060,-14.19683647,26.97500992,31.55754280,0.13768612,0.13429004,15.20684433
25799,-0.22817802,0,0.00000000,24,0.90928205,1,0,1,1,0.00000000,0.96752499,96.75249924,0.00010764,0.00860701,-0.00849937,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-19.79582214,-19.56764412,27.94597435,34.34009552,0.09087439,0.10397741,22.50803375
25800,-1.23499966,0,0.00000000,71,0.99917490,1,0,0,0,nan,nan,nan,0.00010764,0.00860701,-0.00849937,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-15.82004356,-14.58504391,21.12942123,24.65068054,0.06876577,0.06594280,16.76566911
25899,0.71517944,1,0.00000000,139,0.99999908,1,0,1,1,0.00000000,0.97437273,97.43727319,0.00008611,0.00852094,-0.00843482,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-18.01104355,-18.72622299,8.64219952,9.75927544,0.03689850,0.03555795,17.96886317
25900,-0.25292969,0,0.00000000,60,0.99752125,1,0,0,0,nan,nan,nan,0.00008611,0.00852094,-0.00843482,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-16.83681488,-16.58388519,20.43214417,24.31105804,0.06589365,0.06140586,17.40225792
25999,0.37468910,1,0.00000000,56,0.99630214,1,0,1,1,0.00000000,0.93717378,93.71737821,0.00006889,0.00843573,-0.00836684,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-12.36861420,-12.74330330,12.55026531,13.81425953,0.05146199,0.04915292,12.58484205
26000,-0.38413239,0,0.00000000,88,0.99984927,1,0,0,0,nan,nan,nan,0.00006889,0.00843573,-0.00836684,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-37.67231750,-37.28818512,1.28919268,1.31098676,0.00939477,0.00924199,37.98759842
26099,0.38027000,1,0.00000000,33,0.96311683,1,0,1,1,0.00000000,0.97056550,97.05654973,0.00005511,0.00835137,-0.00829626,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-17.94167519,-18.32194519,8.44823074,8.43180656,0.04950377,0.05327016,17.39688015
26100,0.31714630,1,0.00000000,80,0.99966454,1,0,0,0,nan,nan,nan,0.00005511,0.00835137,-0.00829626,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-19.72658920,-20.04373550,6.59979153,6.38440514,0.04371196,0.04681919,19.62868023
26199,0.57994652,1,0.00000000,30,0.95021293,1,0,1,1,0.00010897,0.95662131,95.66213109,0.00006588,0.00826895,-0.00820306,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-18.26199150,-18.84193802,11.97807503,10.42100525,0.04593992,0.04551920,18.04668109
26200,1.28794289,1,0.00000000,51,0.99390325,1,0,0,0,nan,nan,nan,0.00006588,0.00826895,-0.00820306,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-20.84527779,-22.13322067,19.18631935,16.94518661,0.07890497,0.07825463,22.13539251
26299,-1.00635433,0,0.00000000,89,0.99986361,1,0,1,1,0.00354377,0.98119899,98.11989864,0.00076146,0.00822170,-0.00746023,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-16.86433411,-15.85797977,27.14620590,25.73682022,0.11743580,0.10662438,20.35532608
26300,0.82455635,1,0.00000000,44,0.98772266,1,0,0,0,nan,nan,nan,0.00076146,0.00822170,-0.00746023,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-16.94698715,-17.77154350,10.93073750,9.92632389,0.04628076,0.04719624,17.54152393
26399,0.93447876,1,0.00000000,186,0.99999999,1,0,1,1,0.00000000,0.98411556,98.41155619,0.00060917,0.00813948,-0.00753031,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-16.38924789,-17.32372665,13.98406410,13.46979141,0.05019973,0.04218894,16.39071465
26400,0.19696426,1,0.00000000,58,0.99697245,1,0,0,0,nan,nan,nan,0.00060917,0.00813948,-0.00753031,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-18.45714951,-18.65411377,28.93686867,28.51037598,0.06934759,0.06626726,19.80302505
26499,0.54759407,1,0.00000000,48,0.99177025,1,0,1,1,0.00000000,0.97802493,97.80249301,0.00048734,0.00805808,-0.00757075,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-13.45756721,-14.00516129,23.51085663,23.35451889,0.06524879,0.05618376,13.31609440
26500,1.69038773,1,0.00000000,102,0.99996283,1,0,0,0,nan,nan,nan,0.00048734,0.00805808,-0.00757075,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-23.97960281,-25.66999054,5.86466408,5.66087246,0.04252549,0.03930779,23.95084127
26599,0.69033718,1,0.00000000,153,0.99999977,1,0,1,1,0.00000000,0.96623332,96.62333180,0.00038987,0.00797750,-0.00758763,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-14.10545921,-14.79579639,11.97764111,12.02219677,0.05654565,0.05705437,14.03241348
26600,1.34134483,1,0.00000000,93,0.99990858,1,0,0,0,nan,nan,nan,0.00038987,0.00797750,-0.00758763,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-21.66825104,-23.00959587,8.66182804,8.54581928,0.04809399,0.04178370,21.60976648
26699,0.94092083,1,0.00000000,164,0.99999992,1,0,1,1,0.00000000,0.98119090,98.11909036,0.00031189,0.00789773,-0.00758583,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-13.84316730,-14.78408813,10.52414989,10.36907673,0.04030956,0.03554936,13.49386930
26700,1.04511261,1,0.00000000,62,0.99797057,1,0,0,0,nan,nan,nan,0.00031189,0.00789773,-0.00758583,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-17.35100174,-18.39611435,8.01772785,7.78428411,0.02945616,0.03033461,17.53132324
26799,0.23789787,1,0.00000000,67,0.99876909,1,0,1,1,0.00000000,0.97572292,97.57229186,0.00024952,0.00781875,-0.00756923,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-16.28056145,-16.51845932,22.50484276,23.62127495,0.06219383,0.05930309,17.42085886
26800,-0.98216248,0,0.00000000,58,0.99697245,1,0,0,0,nan,nan,nan,0.00024952,0.00781875,-0.00756923,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-15.38275528,-14.40059280,29.10338402,31.26668358,0.07105712,0.07037787,18.34824626
26899,-0.36011887,0,0.00000000,13,0.72746821,1,0,1,1,0.00000000,0.98293647,98.29364697,0.00019961,0.00774056,-0.00754095,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-18.01960754,-17.65948868,43.79262924,45.94193649,0.07647877,0.05302288,34.46631317
26900,0.19248199,1,0.00000000,65,0.99849656,1,0,0,0,nan,nan,nan,0.00019961,0.00774056,-0.00754095,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-21.28840256,-21.48088455,20.37259865,20.85418129,0.09101734,0.08855501,20.08774567
26999,-0.01907539,0,0.00000000,71,0.99917490,1,0,1,1,0.00000000,0.95433066,95.43306648,0.00015969,0.00766316,-0.00750347,1,0,0,0,0,0,1,0,0,idle,0,0,0,nan,0.50000000,0,nan,nan,0,-12.91047668,-12.89140129,15.02738476,15.89869690,0.05209708,0.05271286,13.44874287
